word,definition
synapse,the junction between two neurons (axon-to-dendrite) or between a neuron and a muscle
syncarp,fruit consisting of many individual small fruits or drupes derived from separate ovaries within a common receptacle: e.g. blackberry; raspberry; pineapple
synchro,a system consisting of a generator and a motor so connected that the motor will assume the same relative position as the generator; the generator and the motor are synchronized
syncope,a spontaneous loss of consciousness caused by insufficient blood to the brain
synergy,the working together of two things (muscles or drugs for example) to produce an effect greater than the sum of their individual effects
synonym,two words that can be interchanged in a context are said to be synonymous relative to that context
synovia,viscid lubricating fluid secreted by the membrane lining joints and tendon sheaths etc.
syringa,large hardy shrub with showy and strongly fragrant creamy-white flowers in short terminal racemes
syringe,a medical instrument used to inject or withdraw fluids
systole,the contraction of the chambers of the heart (especially the ventricles) to drive blood into the aorta and pulmonary artery
tabasco,a Mexican state on the Gulf of Campeche
tableau,a group of people attractively arranged (as if in a painting)
tabling,hold back to a later time
tabloid,sensationalist journalism
taboret,a low stool in the shape of a drum
tabular,of or pertaining to or arranged in table form
tacitly,in a tacit manner; by unexpressed agreement
tacking,a loose temporary sewing stitch to hold layers of fabric together
tackled,accept as a challenge
tackler,a football player who tackles the ball carrier
tactful,having or showing a sense of what is fitting and considerate in dealing with others
tactics,the branch of military science dealing with detailed maneuvers to achieve objectives set by strategy
tactile,of or relating to or proceeding from the sense of touch
tactual,of or relating to or proceeding from the sense of touch
tadpole,a larval frog or toad
taffeta,a crisp smooth lustrous fabric
tagalog,a member of a people native to the Philippines chiefly inhabiting central Luzon around and including Manila
tailing,the act of following someone secretly
takelma,a member of a North American Indian people of southwestern Oregon
takings,the income or profit arising from such transactions as the sale of land or other property
talaria,a winged sandal (as worn by Hermes in Graeco-Roman art)
talinum,genus of mainly American more-or-less succulent herbs
taliped,having a deformed foot
talipes,congenital deformity of the foot usually marked by a curled shape or twisted position of the ankle and heel and toes
talipot,tall palm of southern India and Sri Lanka with gigantic leaves used as umbrellas and fans or cut into strips for writing paper
talking,an exchange of ideas via conversation
tallboy,a tall chest of drawers divided into two sections and supported on four legs
tallish,somewhat tall
tallith,(Judaism) a shawl with a ritually knotted fringe at each corner; worn by Jews at morning prayer
taloned,(of predatory animals) armed with claws or talons
tamable,capable of being tamed
tamandu,small toothless anteater with prehensile tail and four-clawed forelimbs; of tropical South America and Central America
tamarao,small buffalo of Mindoro in the Philippines
tamarin,small South American marmoset with silky fur and long nonprehensile tail
tamarix,genus of deciduous shrubs or small trees of eastern Mediterranean regions and tropical Asia
tambour,a frame made of two hoops; used for embroidering
tammany,a political organization within the Democratic Party in New York City (late 1800's and early 1900's) seeking political control by corruption and bossism
tamping,press down tightly
tampion,plug for the muzzle of a gun to keep out dust and moisture
tanager,any of numerous New World woodland birds having brightly colored males
tanbark,bark rich in tannin; bruised and cut in pieces to use for tanning; spent tanbark used as a ground covering
tangelo,hybrid between grapefruit and mandarin orange; cultivated especially in Florida
tangent,a straight line or plane that touches a curve or curved surface at a point but does not intersect it at that point
tangier,a city of northern Morocco at the west end of the Strait of Gibraltar
tangram,a Chinese puzzle consisting of a square divided into seven pieces that must be arranged to match particular designs
tankage,the quantity contained in (or the capacity of) a tank or tanks
tankard,large drinking vessel with one handle
tankful,as much as a tank will hold
tannery,workplace where skins and hides are tanned
tanning,process in which skin pigmentation darkens as a result of exposure to ultraviolet light
tantric,of or relating to Tantrism
tantrik,of or relating to Tantrism
tantrum,a display of bad temper
tapered,diminish gradually
tapioca,granular preparation of cassava starch used to thicken especially puddings
tapirus,type genus of the Tapiridae
tapping,the sound of light blow or knock
taproom,a room or establishment where alcoholic drinks are served over a counter
taproot,(botany) main root of a plant growing straight downward from the stem
tapster,a tavern keeper who taps kegs or casks
tardily,without speed (`slow' is sometimes used informally for `slowly')
tardive,late-occurring (especially with reference to symptoms of a disease)
tarheel,a native or resident of North Carolina
tarnish,discoloration of metal surface caused by oxidation
tarquin,"according to legend, the seventh and last Etruscan king of Rome who was expelled for his cruelty (reigned from 534 to 510 BC)"
tarsier,nocturnal arboreal primate of Indonesia and the Philippines having huge eyes and digits ending in pads to facilitate climbing; the only primate that spurns all plant material as food living entirely on insects and small vertebrates
tarsius,type and sole genus of the family Tarsiidae
tartary,the vast geographical region of Europe and Asia that was controlled by the Mongols in the 13th and 14th centuries
tartlet,a small tart usually used as a canape
tartufe,a hypocrite who pretends to religious piety (after the protagonist in a play by Moliere)
tarweed,any of various resinous glandular plants of the genus Madia; of western North and South America
tarwood,New Zealand shrub
tastily,in a tasty manner
tasting,a small amount (especially of food or wine)
tatouay,naked-tailed armadillo of tropical South America
tatting,needlework consisting of handmade lace made by looping and knotting a single thread on a small shuttle
tattler,someone who gossips indiscreetly
taurine,a colorless crystalline substance obtained from the bile of mammals
taxable,(of goods or funds) subject to taxation
taxicab,a car driven by a person whose job is to take passengers where they want to go in exchange for money
taxidea,in some classifications considered a genus of subfamily Melinae
taximan,someone who drives a taxi for a living
tayassu,type genus of the Tayassuidae
teacake,flat semisweet cookie or biscuit usually served with tea
teacart,serving cart for serving tea or light refreshments
teacher,a person whose occupation is teaching
teaming,form a team
tearful,filled with or marked by tears
tearing,shedding tears
tearoom,a restaurant where tea and light meals are available
teashop,a restaurant where tea and light meals are available
teasing,the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances
teatime,a light midafternoon meal of tea and sandwiches or cakes
tectona,small genus of southeastern Asian tropics: teak
tedious,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain
teeming,"be teeming, be abuzz"
teenage,being of the age 13 through 19
tegular,of or relating to or resembling a series of tiles
teheran,the capital and largest city of Iran; located in northern Iran
teiidae,whiptails; etc.
tektite,thought to derive from meteorites
telamon,a figure of a man used as a supporting column
teleost,a bony fish of the subclass Teleostei
tellima,genus of hardy perennials with palmately lobed leaves and long racemes of small nodding five-petaled flowers; western North America
telling,an act of narration
telopea,Australian evergreen shrubs: waratahs
telpher,one of the conveyances (or cars) in a telpherage
temblor,shaking and vibration at the surface of the earth resulting from underground movement along a fault plane of from volcanic activity
tempera,pigment mixed with water-soluble glutinous materials such as size and egg yolk
tempest,a violent commotion or disturbance
templar,a knight of a religious military order established in 1118 to protect pilgrims and the Holy Sepulcher
templet,a model or standard for making comparisons
tempter,a person who tempts others
tenable,based on sound reasoning or evidence
tenancy,an act of being a tenant or occupant
tending,the work of providing treatment for or attending to someone or something
tendril,slender stem-like structure by which some twining plants attach themselves to an object for support
tenfold,containing ten or ten parts
tensely,in a tense manner
tensile,of or relating to tension
tension,(psychology) a state of mental or emotional strain or suspense
tensity,the physical condition of being stretched or strained
tenthly,"(in enumerating something, such as topics or points of discussion) in the tenth place"
tenuity,relatively small dimension through an object as opposed to its length or width
tenuous,having thin consistency
tepidly,in an unenthusiastically lukewarm manner
tequila,Mexican liquor made from fermented juices of an agave plant
terbium,a metallic element of the rare earth group; used in lasers; occurs in apatite and monazite and xenotime and ytterbite
terence,dramatist of ancient Rome (born in Greece) whose comedies were based on works by Menander (190?-159 BC)
termini,a place where something ends or is complete
termite,whitish soft-bodied ant-like social insect that feeds on wood
ternary,the cardinal number that is the sum of one and one and one
ternate,(of a leaf shape) consisting of three leaflets or sections
ternion,the cardinal number that is the sum of one and one and one
terpene,an unsaturated hydrocarbon obtained from plants
terrace,usually paved outdoor area adjoining a residence
terrain,a piece of ground having specific characteristics or military potential
terrene,of or relating to or inhabiting the land as opposed to the sea or air
terrier,any of several usually small short-bodied breeds originally trained to hunt animals living underground
terrify,fill with terror; frighten greatly
terrine,a pate or fancy meatloaf baked in an earthenware casserole
tersely,in a short and concise manner
tertian,relating to symptoms (especially malarial fever) that appear every other day
tessera,a small square tile of stone or glass used in making mosaics
testate,a person who makes a will
testify,give testimony in a court of law
testily,in a petulant manner
testing,the act of subjecting to experimental test in order to determine how well something works
testudo,a movable protective covering that provided protection from above; used by Roman troops when approaching the walls of a besieged fortification
tetanic,of or relating to or causing tetany
tetanus,an acute and serious infection of the central nervous system caused by bacterial infection of open wounds; spasms of the jaw and laryngeal muscles may occur during the late stages
tetrode,a thermionic tube having four electrodes
tetrose,any monosaccharide sugar containing four atoms of carbon per molecule
textile,artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers
textual,of or relating to or based on a text
texture,the feel of a surface or a fabric
thalami,large egg-shaped structures of grey matter that form the dorsal subdivision of the diencephalon
thallus,a plant body without true stems or roots or leaves or vascular system; characteristic of the thallophytes
theater,a building where theatrical performances or motion-picture shows can be presented
theelin,a naturally occurring weak estrogenic hormone secreted by the mammalian ovary; synthesized (trade name Estronol) and used to treat estrogen deficiency
theorem,a proposition deducible from basic postulates
therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.)
thereby,by that means or because of that
therein,(formal) in or into that thing or place
thereof,of or concerning this or that
thereon,on that
theresa,Indian nun and missionary in the Roman Catholic Church (born of Albanian parents in what is now Macedonia); dedicated to helping the poor in India (1910-1997)
thereto,to that
thermal,rising current of warm air
thermic,relating to or associated with heat
thermos,vacuum flask that preserves temperature of hot or cold drinks
theseus,(Greek mythology) a hero and king of Athens who was noted for his many great deeds: killed Procrustes and the Minotaur and defeated the Amazons and united Attica
theurgy,the effect of supernatural or divine intervention in human affairs
thiamin,a B vitamin that prevents beriberi; maintains appetite and growth
thicken,make thick or thicker
thicket,a dense growth of bushes
thickly,spoken with poor articulation as if with a thick tongue
thimble,as much as a thimble will hold
thinker,an important intellectual
thinner,a diluting agent
thirdly,in the third place
thirsty,needing moisture
thistle,any of numerous plants of the family Compositae and especially of the genera Carduus and Cirsium and Onopordum having prickly-edged leaves
thither,to or toward that place; away from the speaker
thlaspi,herbs of temperate regions: pennycress
thomism,the comprehensive theological doctrine created by Saint Thomas Aquinas in the 13th century and still taught by the Dominicans
thorite,a radioactive mineral consisting of thorium silicate; it is a source of thorium that is found in coarse granite
thorium,a soft silvery-white tetravalent radioactive metallic element; isotope 232 is used as a power source in nuclear reactors; occurs in thorite and in monazite sands
thought,the content of cognition; the main thing you are thinking about
thraces,an ancient country and wine producing region in the east of the Balkan Peninsula to the north of the Aegean Sea; colonized by ancient Greeks; later a Roman province; now divided between Bulgaria and Greece and Turkey
thready,forming viscous or glutinous threads
thrifty,careful and diligent in the use of resources
thrinax,small to medium-sized fan palms
thriven,grow vigorously
throaty,sounding as if pronounced low in the throat
through,having finished or arrived at completion
thrower,a person who twists silk or rayon filaments into a thread or yarn
thuggee,murder and robbery by thugs
thulium,a soft silvery metallic element of the rare earth group; isotope 170 emits X-rays and is used in small portable X-ray machines; it occurs in monazite and apatite and xenotime
thumbed,travel by getting free rides from motorists
thunder,a deep prolonged loud noise
thunnus,tunas: warm-blooded fishes
thurify,perfume especially with a censer
thymine,a base found in DNA (but not in RNA) and derived from pyrimidine; pairs with adenine
thyroid,located near the base of the neck
thyrsus,a dense flower cluster (as of the lilac or horse chestnut) in which the main axis is racemose and the branches are cymose
tibetan,Himalayish language spoken in Tibet
ticking,a metallic tapping sound
tickled,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements"
tickler,a file of memoranda or notices that remind of things to be done
tiddler,a young person of either sex
tideway,a channel in which a tidal current runs
tidings,information about recent and important events
tieback,a device (as a decorative loop of cord or fabric) for holding or drawing something back
tiffany,United States artist who developed Tiffany glass (1848-1933)
tighten,make tight or tighter
tightly,in a tight or constricted manner
tigress,a female tiger
tillage,arable land that is worked by plowing and sowing and raising crops
tilting,to incline or bend from a vertical position
timalia,type genus of the Timaliidae
timbale,individual serving of minced e.g. meat or fish in a rich creamy sauce baked in a small pastry mold or timbale shell
timbrel,small hand drum similar to a tambourine; formerly carried by itinerant jugglers
timidly,in a shy or timid or bashful manner
timothy,grass with long cylindrical spikes grown in northern United States and Europe for hay
timpani,a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it
tinamou,heavy-bodied small-winged South American game bird resembling a gallinaceous bird but related to the ratite birds
tineoid,small dull-colored moth with chewing mouthparts
tinning,the application of a thin layer of soft solder to the ends of wires before soldering them
tinting,the act of adding a tinge of color
tinware,articles of commerce made of tin plate
tipping,cause to tilt
tippler,someone who drinks liquor repeatedly in small quantities
tipster,one who sells advice about gambling or speculation (especially at the racetrack)
tiredly,in a weary manner
tissued,"create a piece of cloth by interlacing strands of fabric, such as wool or cotton"
titania,a white powder used as a pigment for its high covering power and durability
titanic,of great force or power
tithing,exact a tithe from
titlark,a songbird that lives mainly on the ground in open country; has streaky brown plumage
titling,give a title to
titrate,measure by (the volume or concentration of solutions) by titration
titular,of or relating to a legal title to something
tlingit,a member of a seafaring group of North American Indians living in southern Alaska
toaster,someone who proposes a toast; someone who drinks to the health of success of someone or some venture
tobacco,leaves of the tobacco plant dried and prepared for smoking or ingestion
toccata,a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style
toddler,a young child
todidae,a family of birds of the order Coraciiformes
toeless,lacking a toe or toes
toenail,the nail at the end of a toe
toiling,work hard
tolling,ring slowly
tollman,someone employed to collect tolls
toluene,a colorless flammable liquid obtained from petroleum or coal tar; used as a solvent for gums and lacquers and in high-octane fuels
tombola,a lottery in which tickets are drawn from a revolving drum
tomfool,a person who lacks good judgment
tompion,plug for the muzzle of a gun to keep out dust and moisture
tomtate,found off the West Indies and Florida
tongued,"articulate by tonguing, as when playing wind instruments"
tonight,the present or immediately coming night
tonnage,a tax imposed on ships that enter the US; based on the tonnage of the ship
tonsure,the shaved crown of a monk's or priest's head
tontine,a form of life insurance whereby on the death or default of a participant his share is distributed to the remaining members
toolbox,a box or chest or cabinet for holding hand tools
tooling,drive
toothed,having teeth especially of a certain number or type; often used in combination
topcoat,a heavy coat worn over clothes in winter
topiary,a garden having shrubs clipped or trimmed into decorative shapes especially of animals
topical,pertaining to the surface of a body part
topknot,headdress consisting of a decorative ribbon or bow worn in the hair
topless,having no top
topmast,the mast next above a lower mast and topmost in a fore-and-aft rig
topmost,at or nearest to the top
toponym,the name by which a geographical place is known
topping,a flavorful addition on top of a dish
topsail,a sail (or either of a pair of sails) immediately above the lowermost sail of a mast and supported by a topmast
topside,(usually plural) weather deck; the part of a ship's hull that is above the waterline
topsoil,the layer of soil on the surface
torment,unbearable physical pain
tornado,a localized and violently destructive windstorm occurring over land characterized by a funnel-shaped cloud extending toward the ground
torpedo,a professional killer who uses a gun
torques,a twisting force
torrent,a heavy rain
torreya,nutmeg-yews
torsion,a tortuous and twisted shape or position
tortrix,California moth whose larvae live in especially oranges
torture,extreme mental distress
tossing,throw or toss with a light motion
totally,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly')
totemic,relating to totemism
tottery,unsteady in gait as from infirmity or old age
totting,determine the sum of
touched,"make physical contact with, come in contact with"
toucher,a person who causes or allows a part of the body to come in contact with someone or something
toughen,make tough or tougher
toughly,in a ruggedly tough manner
toupeed,wearing a small hairpiece to cover partial baldness
touraco,large brightly crested bird of Africa
touring,make a tour of a certain place
tourism,the business of providing services to tourists
tourist,someone who travels for pleasure
tourney,a sporting competition in which contestants play a series of games to decide the winner
towboat,a powerful small boat designed to pull or push larger ships
towered,appear very large or occupy a commanding position
towhead,a person with light blond hair
towline,(nautical) a rope used in towing
towpath,a path along a canal or river used by animals towing boats
towrope,(nautical) a rope used in towing
toxemia,an abnormal condition of pregnancy characterized by hypertension and edema and protein in the urine
toxotes,type genus of the Toxotidae
toyshop,shop where toys are sold
tracery,decoration consisting of an open pattern of interlacing ribs
trachea,membranous tube with cartilaginous rings that conveys inhaled air from the larynx to the bronchi
tracing,the act of drawing a plan or diagram or outline
tracked,carry on the feet and deposit
tracker,someone who tracks down game
tractor,a wheeled vehicle with large wheels; used in farming and other applications
trading,buying or selling securities or commodities
traduce,speak unfavorably about
traffic,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time
tragedy,an event resulting in great loss and misfortune
trailer,someone who takes more time than necessary; someone who lags behind
trained,create by training and teaching
trainee,someone who is being trained
trainer,one who trains other persons or animals
traipse,walk or tramp about
traitor,someone who betrays his country by committing treason
tramcar,a four-wheeled wagon that runs on tracks in a mine
trammel,a fishing net with three layers; the outer two are coarse mesh and the loose inner layer is fine mesh
tramper,someone who walks with a heavy noisy gait or who stamps on the ground
trample,the sound of heavy treading or stomping
tramway,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers
tranced,attract; cause to be enamored
transit,"a surveying instrument for measuring horizontal and vertical angles, consisting of a small telescope mounted on a tripod"
transom,a window above a door that is usually hinged to a horizontal crosspiece over the door
trapeze,a swing used by circus acrobats
trapped,place in a confining or embarrassing position
trapper,someone who sets traps for animals (usually to obtain their furs)
travail,concluding state of pregnancy; from the onset of contractions to the birth of a child
trawler,a fisherman who use a trawl net
treacle,a pale cane syrup
treacly,overly sweet
treadle,a lever that is operated with the foot
treason,a crime that undermines the offender's government
treater,someone who negotiates (confers with others in order to reach a settlement)
treelet,a small tree
treetop,the upper branches and leaves of a tree or other plant
trefoil,any of several Old World herbs of the genus Medicago having small flowers and trifoliate compound leaves
trekker,a traveler who makes a long arduous journey (as hiking through mountainous country)
trellis,latticework used to support climbing plants
tremble,a reflex motion caused by cold or fear or excitement
tremolo,(music) a tremulous effect produced by rapid repetition of a single tone or rapid alternation of two tones
trenail,a wooden peg that is used to fasten timbers in shipbuilding; water causes the peg to swell and hold the timbers fast
trental,a drug (trade name Trental) used to treat claudication; believed to increase the flexibility of red blood cells so they can flow through the blood vessels to the legs and feet
trenton,capital of the state of New Jersey; located in western New Jersey on the Delaware river
trepang,of warm coasts from Australia to Asia; used as food especially by Chinese
trestle,a supporting tower used to support a bridge
tribade,a female homosexual
tribune,(ancient Rome) an official elected by the plebeians to protect their interests
tribute,something given or done as an expression of esteem
triceps,any skeletal muscle having three origins (but especially the triceps brachii)
tricker,someone who plays practical jokes on others
trickle,flowing in drops; the formation and falling of drops of liquid
tricksy,marked by skill in deception
tricorn,cocked hat with the brim turned up to form three points
trident,a spear with three prongs
trifler,one who behaves lightly or not seriously
trigger,lever that activates the firing mechanism of a gun
trigram,a word that is written with three letters in an alphabetic writing system
trilisa,genus of herbs of southern United States
trilogy,a set of three literary or dramatic works related in subject or theme
trimmer,a worker who thins out and trims trees and shrubs
trinity,the cardinal number that is the sum of one and one and one
trinket,cheap showy jewelry or ornament on clothing
trionyx,type genus of the Trionychidae
triplet,the cardinal number that is the sum of one and one and one
triplex,having three units or components or elements
tripoli,a weathered and decomposed siliceous limestone; in powdered form it is used in polishing
tripper,(slang) someone who has taken a psychedelic drug and is undergoing hallucinations
trireme,ancient Greek or Roman galley or warship having three tiers of oars on each side
trisect,cut in three
trismus,prolonged spasm of the jaw muscles
trisomy,chrosomal abnormality in which there is one more than the normal number of chromosomes in a cell
tristan,(Middle Ages) the nephew of the king of Cornwall who (according to legend) fell in love with his uncle's bride (Iseult) after they mistakenly drank a love potion that left them eternally in love with each other
tritely,in a trite manner
tritium,a radioactive isotope of hydrogen; atoms of tritium have three times the mass of ordinary hydrogen atoms
tritoma,a plant of the genus Kniphofia having long grasslike leaves and tall scapes of red or yellow drooping flowers
triumph,a successful ending of a struggle or contest
trivial,(informal) small and of little importance
trivium,(Middle Ages) an introductory curriculum at a medieval university involving grammar and logic and rhetoric; considered to be a triple way to eloquence
trochee,a metrical unit with stressed-unstressed syllables
trodden,"put down or press the foot, place the foot"
troller,a fisherman who uses a hook and line
trolley,a wheeled vehicle that runs on rails and is propelled by electricity
trollop,a dirty untidy woman
trooper,a soldier in a motorized army unit
trophic,of or relating to nutrition
tropism,an involuntary orienting response; positive or negative reaction to a stimulus source
trotter,foot of a pig or sheep especially one used as food
trouble,a source of difficulty
trounce,beat severely with a whip or rod
trouper,a person who is reliable and uncomplaining and hard working
trouser,"(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately"
truancy,failure to attend (especially school)
trucker,someone who drives a truck as an occupation
truckle,a low bed to be slid under a higher bed
trudger,someone who walks in a laborious heavy-footed manner
truffle,any of various highly prized edible subterranean fungi of the genus Tuber; grow naturally in southwestern Europe
trumpet,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves
trundle,a low bed to be slid under a higher bed
trunnel,a wooden peg that is used to fasten timbers in shipbuilding; water causes the peg to swell and hold the timbers fast
trussed,tie the wings and legs of a bird before cooking it
trustee,a person (or institution) to whom legal title to property is entrusted to use for another's benefit
truster,a supporter who accepts something as true
trypsin,an enzyme of pancreatic origin; catalyzes the hydrolysis of proteins to smaller polypeptide units
tsarina,the wife or widow of a czar
tsunami,a cataclysm resulting from a destructive sea wave caused by an earthquake or volcanic eruption
tuatara,only extant member of the order Rhynchocephalia of large spiny lizard-like diapsid reptiles of coastal islands off New Zealand
tubular,constituting a tube; having hollow tubes (as for the passage of fluids)
tucking,fit snugly into
tuesday,the third day of the week; the second working day
tugboat,a powerful small boat designed to pull or push larger ships
tugging,pull hard
tuition,a fee paid for instruction (especially for higher education)
tumbled,"fall down, as if collapsing"
tumbler,a gymnast who performs rolls and somersaults and twists etc.
tumbrel,a farm dumpcart for carrying dung; carts of this type were used to carry prisoners to the guillotine during the French Revolution
tumulus,(archeology) a heap of earth placed over prehistoric tombs
tuneful,having a musical sound; especially a pleasing tune
turbine,rotary engine in which the kinetic energy of a moving fluid is converted into mechanical energy by causing a bladed rotor to rotate
turfing,cover (the ground) with a surface layer of grass or grass roots
turkish,a Turkic language spoken by the Turks
turkmen,a member of a Turkic people living in Turkmenistan and neighboring areas
turmoil,a violent disturbance
turnery,workshop where objects are made on a lathe
turning,the act of changing or reversing the direction of the course
turnkey,someone who guards prisoners
turnoff,something causing antagonism or loss of interest
turnout,the group that gathers together for a particular occasion
turtler,someone whose occupation is hunting turtles
tuscany,a region in central Italy
tushery,writing of poor quality; characterized by affected choice of archaic words
tussock,a bunch of hair or feathers or growing grass
tussore,oriental moth that produces brownish silk
tutelar,providing protective supervision; watching over or safeguarding
twaddle,pretentious or silly talk or writing
tweedle,sing in modulation
tweeter,a loudspeaker that reproduces higher audio frequency sounds
tweezer,a hand tool for holding consisting of a compound lever for grasping
twelfth,position 12 in a countable series of things
twiddle,a series of small (usually idle) twists or turns
twigged,branch out in a twiglike manner
twilled,weave diagonal lines into (textiles)
twinkle,a rapid change in brightness; a brief spark or flash
twinkly,smiling with happiness or optimism; - Lewis Carroll
twinned,duplicate or match
twirler,someone who twirls a baton
twisted,"to move in a twisting or contorted motion, (especially when struggling)"
twister,a localized and violently destructive windstorm occurring over land characterized by a funnel-shaped cloud extending toward the ground
twitter,a series of chirps
twofold,having more than one decidedly dissimilar aspects or qualities; ; - R.W.Emerson; -Frederick Harrison
twosome,two items of the same kind
tympana,the main cavity of the ear; between the eardrum and the inner ear
tympani,a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it
typeset,set in type
typhoid,serious infection marked by intestinal inflammation and ulceration; caused by Salmonella typhosa ingested with food or water
typhoon,a tropical cyclone occurring in the western Pacific or Indian oceans
typical,exhibiting the qualities or characteristics that identify a group or kind or category
tyranni,New World flycatchers; antbirds; oven birds; woodhewers
tyranny,a form of government in which the ruler is an absolute dictator (not restricted by a constitution or laws or opposition etc.)
ugandan,a native or inhabitant of Uganda
ukulele,a small guitar having four strings
ululate,emit long loud cries
ulvales,an order of protoctist
ulysses,(Roman mythology) Roman spelling for Odysseus
umbones,a slight rounded elevation where the malleus attaches to the eardrum
umbrage,a feeling of anger caused by being offended
umbrian,an extinct Italic language of ancient southern Italy
umbundu,a Bantu language spoken in Angola
umpteen,innumerable but many
unaided,carried out without aid or assistance
unaired,lacking fresh air
unalert,not alert to what is potentially dangerous
unalike,not alike or similar
unangry,not angry
unarmed,take away the weapons from; render harmless
unasked,not asked for
unaware,(often followed by `of') not aware
unblock,clear or remove an obstruction from
unbosom,relieve oneself of troubling information
unbound,untie or unfasten
unbowed,erect in posture
unboxed,remove from a box
unbrace,undo the ties of
unbraid,undo the braids of
uncanny,suggesting the operation of supernatural influences; ; ; - John Galsworthy; ; - Henry Kingsley
uncased,get undressed
unchain,remove the chains from
uncivil,lacking civility or good manners; - Willa Cather
unclasp,release from a clasp
unclean,soiled or likely to soil with dirt or grime
unclear,poorly stated or described
uncloak,reveal the true nature of
uncouth,lacking refinement or cultivation or taste
uncover,make visible
uncross,change from a crossed to an uncrossed position
unction,excessive but superficial compliments given with affected charm
uncured,not seasoned
undated,not bearing a date
underer,located below or beneath something else
undergo,pass through
undoing,an act that makes a previous act of no effect (as if not done)
undrape,strip something of drapery
undrawn,not represented in a drawing
undress,partial or complete nakedness
undried,still wet or moist
undying,never dying
uneager,lacking interest or spirit or animation
unearth,bring to light
unended,not ended; lacking an end or conclusion
unequal,poorly balanced or matched in quantity or value or measure
unerect,not upright in position or posture
unfixed,not firmly placed or set or fastened
unfrock,divest of the frock; of church officials
unfroze,become or cause to become soft or liquid
unfunny,not funny; especially failing to achieve the intended humor
ungodly,characterized by iniquity; wicked because it is believed to be a sin
unguent,semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation
unhappy,experiencing or marked by or causing sadness or sorrow or discontent
unheard,not necessarily inaudible but not heard
unhinge,disturb in mind or make uneasy or cause to be worried or alarmed
unhitch,unfasten or release from or as if from a hitch
unhoped,so unexpected as to have not been imagined
unhorse,alight from (a horse)
unhuman,divested of human qualities or attributes
unicorn,an imaginary creature represented as a white horse with a long horn growing from its forehead
unified,become one
uniform,clothing of distinctive design worn by members of a particular group as a means of identification
unitary,relating to or characterized by or aiming toward unity
uniting,the combination of two or more commercial companies
unitize,divide (bulk material) and process as units
unkempt,not neatly combed
unkeyed,characterized by avoidance of traditional western tonality
unknown,an unknown and unexplored region
unlaced,undo the ties of
unlearn,try to forget; put out of one's memory or knowledge
unleash,release or vent
unlined,not having a lining or liner
unlobed,without lobes
unloose,grant freedom to; free from confinement
unloved,not loved
unlucky,having or bringing misfortune
unmaned,cause to lose one's nerve
unmanly,not possessing qualities befitting a man
unmated,not mated sexually
unmined,not mined
unmixed,not mixed with extraneous elements
unmoved,emotionally unmoved
unnamed,being or having an unknown or unnamed source
unnerve,disturb the composure of
unnoted,not taken into account
unoiled,in need of oil treatment
unowned,having no owner
unpaved,not having a paved surface
unposed,not arranged for pictorial purposes
unquiet,characterized by unrest or disorder
unravel,become or cause to become undone by separating the fibers or threads of
unready,not prepared or in a state of readiness; slow to understand or respond
unsated,not having been satisfied
unsaved,in danger of the eternal punishment of Hell
unscrew,loosen something by unscrewing it
unsexed,deprive of sex or sexual powers
unshoed,not shod
unshorn,not sheared
unsized,not having the surface treated or coated with sizing
unsnarl,extricate from entanglement
unsound,not in good condition; damaged or decayed
unspell,release from a spell
unspent,(of financial resources) not spent
unstrap,remove the strap or straps from
unstuck,free
unstuff,cause to become unblocked
unsweet,(of champagne) moderately dry
unswept,not swept or having sweep
unsworn,not bound by or stated on oath
untamed,in a natural state; not tamed or domesticated or cultivated
untaped,not recorded on film or tape
untaxed,(of goods or funds) not taxed
unteach,cause to disbelieve; teach someone the contrary of what he or she had learned earlier
untired,with unreduced energy
untried,not tried or tested by experience
untruly,in a untrue manner
untruth,a false statement
untuned,cause to lose one's composure
untwine,undo what has been twined together
untwist,cause to become untwisted
untying,loosening the ties that fasten something
unusual,not usual or common or ordinary
unwaxed,not waxed
unweary,with unreduced energy
unweave,undo strands that have been woven together
unwired,undo the wiring of
unwound,reverse the winding or twisting of
unwoven,not woven
unyoked,remove the yoke from
upbound,heading in any direction that is conventionally up
upbraid,express criticism towards
upchuck,eject the contents of the stomach through the mouth
updraft,a strong upward air current
upfield,away from the defending teams' end of the playing field
upgrade,an upward slope or grade (as in a road)
upheave,lift forcefully from beneath
upperer,the topmost one of two
upraise,cause to become alive again
upright,a vertical structural member as a post or stake
