word,definition
sport,an active diversion requiring physical exertion and competition
spout,an opening that allows the passage of liquids or grain
sprag,a chock or bar wedged under a wheel or between the spokes to prevent a vehicle from rolling down an incline
sprat,small fatty European fish; usually smoked or canned like sardines
spray,a pesticide in suspension or solution; intended for spraying
spree,a brief indulgence of your impulses
sprig,a small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year
sprit,a light spar that crosses a fore-and-aft sail diagonally
sprue,a chronic disorder that occurs in tropical and non-tropical forms and in both children and adults; nutrients are not absorbed; symptoms include foul-smelling diarrhea and emaciation
spume,foam or froth on the sea
spumy,emitting or filled with bubbles as from carbonation or fermentation
spunk,material for starting a fire
spurn,reject with contempt
spurt,the occurrence of a sudden discharge (as of liquid)
sputa,expectorated matter; saliva mixed with discharges from the respiratory passages; in ancient and medieval physiology it was believed to cause sluggishness
squab,flesh of a pigeon suitable for roasting or braising; flesh of a dove (young squab) may be broiled
squad,a smallest army unit
squat,exercising by repeatedly assuming a crouching position with the knees bent; strengthens the leg muscles
squaw,an American Indian woman
squib,firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise
squid,(Italian cuisine) squid prepared as food
stack,an orderly pile
staff,personnel who assist their superior in carrying out an assigned task
stage,any distinct time period in a sequence of events
stagy,having characteristics of the stage especially an artificial and mannered quality
staid,characterized by dignity and propriety
stain,a soiled or discolored appearance
stair,support consisting of a place to rest the foot while ascending or descending a stairway
stake,(law) a right or legal share of something; a financial involvement with something
stale,"urinate, of cattle and horses"
stalk,material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds
stall,a compartment in a stable where a single animal is confined and fed
stamp,the distinctive form in which a thing is made
stand,a support or foundation
stank,be extremely bad in quality or in one's performance
stare,a fixed look with eyes open wide
stark,devoid of any qualifications or disguise or adornment
start,the beginning of anything
stash,a secret store of valuables or money
state,the territory occupied by one of the constituent administrative districts of a nation
stave,(music) the system of five horizontal lines on which the musical notes are written
stays,a woman's close-fitting foundation garment
stead,the post or function properly or customarily occupied or served by another
steak,a slice of meat cut from the fleshy part of an animal or large fish
steal,an advantageous purchase
steam,water at boiling temperature diffused in the atmosphere
steed,(literary) a spirited horse for state or war
steel,an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range
steen,Dutch genre painter (1626-1679)
steep,a steep place (as on a hill)
steer,an indication of potential opportunity
stein,a mug intended for serving beer
stela,an ancient upright stone slab bearing markings
stele,the usually cylindrical central vascular portion of the axis of a vascular plant
stent,a slender tube inserted inside a tubular body part (as a blood vessel) to provide support during and after surgical anastomosis
stern,the rear part of a ship
stick,an implement consisting of a length of wood
stiff,an ordinary man
stile,an upright that is a member in a door or window frame
still,a static photograph (especially one taken from a movie and used for advertising purposes)
stilt,a column of wood or steel or concrete that is driven into the ground to provide support for a structure
sting,a kind of pain; something as sudden and painful as being stung
stink,a distinctive odor that is offensively unpleasant
stint,an unbroken period of time during which you do something
stipe,supporting stalk or stem-like structure especially of a pistil or fern frond or supporting a mushroom cap
stirk,yearling heifer or bullock
stoat,the ermine in its brown summer coat with black-tipped tail
stock,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)
stoep,small porch or set of steps at the front entrance of a house
stogy,a cheap cigar
stoic,a member of the ancient Greek school of philosophy founded by Zeno
stoke,stir up or tend; of a fire
stole,a wide scarf worn about their shoulders by women
stoma,a minute epidermal pore in a leaf or stem through which gases and water vapor can pass
stomp,a dance involving a rhythmical stamping step
stone,a lump or mass of hard consolidated mineral matter
stony,abounding in rocks or stones
stood,be standing; be upright
stool,a simple seat without a back or arms
stoop,an inclination of the top half of the body forward and downward
store,a mercantile establishment for the retail sale of goods or services
stork,large mostly Old World wading birds typically having white-and-black plumage
storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning
story,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
stoup,an archaic drinking vessel
stout,a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops
stove,a kitchen appliance used for cooking food
strad,a violin made by Antonio Stradivari or a member of his family
strap,an elongated leather strip (or a strip of similar material) for binding things together or holding something in position
straw,plant fiber used e.g. for making baskets and hats or as fodder
stray,an animal that has strayed (especially a domestic animal)
strew,spread by scattering ( is archaic)
stria,any of a number of tiny parallel grooves such as: the scratches left by a glacier on rocks or the streaks or ridges in muscle tissue
strip,a relatively long narrow piece of something
strix,owls lacking ear tufts
strop,a leather strap used to sharpen razors
strum,sound of strumming
strut,a proud stiff pompous gait
stuck,"put, fix, force, or implant"
study,a detailed critical inspection
stuff,the tangible substance that goes into the makeup of a physical object
stump,the base part of a tree that remains standing after the tree has been felled
stung,cause a sharp or stinging pain or discomfort
stunk,be extremely bad in quality or in one's performance
stunt,a difficult or unusual or dangerous feat; usually done to gain attention
stupa,a dome-shaped shrine erected by Buddhists
stupe,a person who is not very bright
style,how something is done or how it happens
suave,having a sophisticated charm
sucre,the basic unit of money in Ecuador; equal to 100 centavos
sudan,a republic in northeastern Africa on the Red Sea; achieved independence from Egypt and the United Kingdom in 1956
sudra,a member of the lowest or worker Hindu caste
sudsy,resembling lather or covered with lather
suede,leather with a napped surface
suety,like or full of suet
sugar,a white crystalline carbohydrate used as a sweetener and preservative
suing,institute legal proceedings against; file a suit against
suite,a musical composition of several movements only loosely connected
sulfa,antibacterial consisting of any of several synthetic organic compounds capable of inhibiting the growth of bacteria that require PABA
sulky,a light two-wheeled vehicle for one person; drawn by one horse
sulla,perennial of southern Europe cultivated for forage and for its nectar-rich pink flowers that make it an important honey crop
sully,United States painter (born in England) of portraits and historical scenes (1783-1872)
sumac,wood of a sumac
sunna,(Islam) the way of life prescribed as normative for Muslims on the basis of the teachings and practices of Muhammad and interpretations of the Koran
sunni,a member of the branch of Islam that accepts the first four caliphs as rightful successors to Muhammad
sunny,bright and pleasant; promoting a feeling of cheer
sunup,the first light of day
suomi,republic in northern Europe; achieved independence from Russia in 1917
super,a caretaker for an apartment house; represents the owner as janitor and rent collector
surge,a sudden forceful flow
surly,inclined to anger or bad feelings with overtones of menace
surya,an important god of later Hinduism; the sun god or the sun itself worshipped as the source of warmth and light
sutra,a rule or aphorism in Sanskrit literature or a group of aphoristic doctrinal summaries prepared for memorization
swage,a tool used to thicken or spread metal (the end of a bar or a rivet etc.) by forging or hammering or swaging
swain,a man who is the lover of a girl or young woman
swale,a low area (especially a marshy area between ridges)
swami,a Hindu religious teacher; used as a title of respect
swamp,low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog
swank,elegance by virtue of being fashionable
sward,surface layer of ground containing a mat of grass and grass roots
swarm,a moving crowd
swart,naturally having skin of a dark color
swash,the movement or sound of water
swath,the space created by the swing of a scythe or the cut of a mowing machine
swazi,a member of a southeast African people living in Swaziland and adjacent areas
swear,utter obscenities or profanities
sweat,salty fluid secreted by sweat glands
swede,a native or inhabitant of Sweden
sweep,a wide scope
sweet,English phonetician; one of the founders of modern phonetics (1845-1912)
swell,the undulating movement of the surface of the open sea
swept,sweep across or over
swift,United States meat-packer who began the use of refrigerated railroad cars (1839-1903)
swill,wet feed (especially for pigs) consisting of mostly kitchen waste mixed with water or skimmed or sour milk
swine,stout-bodied short-legged omnivorous animals
swing,a state of steady vigorous action that is characteristic of an activity
swipe,a sweeping stroke or blow
swirl,the shape of something rotating rapidly
swish,a brushing or rustling sound
swiss,the natives or inhabitants of Switzerland
swoon,a spontaneous loss of consciousness caused by insufficient blood to the brain
swoop,(music) rapid sliding up or down the musical scale
sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard
swore,utter obscenities or profanities
sworn,utter obscenities or profanities
swosh,move with or cause to move with a whistling or hissing sound
swung,"move in a curve or arc, usually with the intent of hitting"
sylph,a slender graceful young woman
sylva,the forest trees growing in a country or region
synod,a council convened to discuss ecclesiastical business
syrup,a thick sweet sticky liquid
tabby,a cat with a grey or tawny coat mottled with black
tabes,wasting of the body during a chronic disease
table,a set of data arranged in rows and columns
taboo,a prejudice (especially in Polynesia and other South Pacific islands) that prohibits the use or mention of something because of its sacred nature
tabor,a small drum with one head of soft calfskin
tacca,genus of tropical plants with creeping rootstocks and small umbellate flowers
tacit,implied by or inferred from actions or statements
tacky,(of a glutinous liquid such as paint) not completely dried and slightly sticky to the touch
taffy,chewy candy of sugar or syrup boiled until thick and pulled until glossy
taint,the state of being contaminated
tajik,a native or inhabitant of Tajikistan and neighboring areas of Uzbekistan and Afghanistan and China
taken,carry out
taker,one who accepts an offer
takin,large heavily built goat antelope of eastern Himalayan area
tales,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
talky,full of trivial conversation
tally,a score in baseball made by a runner touching all four bases safely
talon,a sharp hooked claw especially on a bird of prey
talus,a sloping mass of loose rocks at the base of a cliff
tamer,an animal trainer who tames wild animals
tamil,a member of the mixed Dravidian and Caucasian people of southern India and Sri Lanka
tammy,plain-woven (often glazed) fabric of wool or wool and cotton used especially formerly for linings and garments and curtains
tamus,a genus of tuberous vines of the family Dioscoreaceae; has twining stems and heart-shaped leaves and axillary racemes
tandy,"United States actress (born in England) who made many stage appearances, often with her husband Hume Cronyn (1909-1994)"
tanga,100 tanga equal 1 Tajikistani ruble
tango,a ballroom dance of Latin-American origin
tangs,a tart spicy quality
tangy,tasting sour like a lemon
tanka,"a form of Japanese poetry; the 1st and 3rd lines have five syllables and the 2nd, 4th, and 5th have seven syllables"
tansy,common perennial aromatic herb native to Eurasia having buttonlike yellow flower heads and bitter-tasting pinnate leaves sometimes used medicinally
tapas,the thin fibrous bark of the paper mulberry and Pipturus albidus
taper,a convex shape that narrows toward a point
tapir,large inoffensive chiefly nocturnal ungulate of tropical America and southeast Asia having a heavy body and fleshy snout
tapis,a heavy textile with a woven design; used for curtains and upholstery
tappa,the thin fibrous bark of the paper mulberry and Pipturus albidus
tardy,after the expected or usual time; delayed
tarot,any of a set of (usually 72) cards that include 22 cards representing virtues and vices and death and fortune etc.; used by fortunetellers
tarry,be about
tarsi,the part of the foot of a vertebrate between the metatarsus and the leg; in human beings the bones of the ankle and heel collectively
tasse,one of two pieces of armor plate hanging from the fauld to protect the upper thighs
taste,the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus
tasty,pleasing to the sense of taste
tatar,a member of the Mongolian people of central Asia who invaded Russia in the 13th century
tater,an edible tuber native to South America; a staple food of Ireland
tates,United States poet and critic (1899-1979)
tatou,about three feet long exclusive of tail
tatty,showing signs of wear and tear
taunt,aggravation by deriding or mocking or criticizing
taupe,a greyish brown
tawny,of a light brown to brownish orange color; the color of tanned leather
tawse,a leather strap for punishing children
taxed,levy a tax on
taxer,a bureaucrat who levies taxes
taxis,a locomotor response toward or away from an external stimulus by a motile (and usually simple) organism
taxon,animal or plant group having natural relations
taxus,yews
tayra,long-tailed arboreal mustelid of Central America and South America
teach,an English pirate who operated in the Caribbean and off the Atlantic coast of North America (died in 1718)
teary,with eyes full of tears
tease,someone given to teasing (as by mocking or stirring curiosity)
tebet,the fourth month of the civil year; the tenth month of the ecclesiastical year (in December and January)
techy,easily irritated or annoyed
teddy,plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)
teems,"be teeming, be abuzz"
teens,the time of life between the ages of 12 and 20
teeny,(used informally) very small
teeth,the kind and number and arrangement of teeth (collectively) in a person or animal
tempi,(music) the speed at which a composition is to be played
tempo,(music) the speed at which a composition is to be played
tempt,dispose or incline or entice to
tench,freshwater dace-like game fish of Europe and western Asia noted for ability to survive outside water
tenet,a religious doctrine that is proclaimed as true without proof
tenon,a projection at the end of a piece of wood that is shaped to fit into a mortise and form a mortise joint
tenor,the adult male singing voice above baritone
tense,a grammatical category of verbs used to express distinctions of time
tenth,a tenth part; one part in ten equal parts
tepal,an undifferentiated part of a perianth that cannot be distinguished as a sepal or a petal (as in lilies and tulips)
tepee,a Native American tent; usually of conical shape
tepid,moderately warm
teras,(medicine) a grossly malformed and usually nonviable fetus
terry,English actress (1847-1928)
terse,brief and to the point; effectively cut short
testa,protective outer layer of seeds of flowering plants
testy,easily irritated or annoyed
teton,a member of the large western branch of Sioux people which was made up of several groups that lived on the plains
tetra,brightly colored tropical freshwater fishes
texan,a native or resident of Texas
texas,the second largest state; located in southwestern United States on the Gulf of Mexico
thais,a native or inhabitant of Thailand
thane,a feudal lord or baron
thank,express gratitude or show appreciation to
theca,a case or sheath especially a pollen sac or moss capsule
theft,the act of taking something from someone unlawfully
their,
theme,the subject matter of a conversation or discussion
there,a location other than here; that place
therm,"a unit of heat equal to 100,000 British thermal units"
these,
theta,the 8th letter of the Greek alphabet
thick,the location of something surrounded by other things
thief,a criminal who takes property belonging to someone else with the intention of keeping it or selling it
thigh,the part of the leg between the hip and the knee
thill,one of two shafts extending from the body of a cart or carriage on either side of the animal that pulls it
thing,a special situation
think,an instance of deliberate thinking
third,one of three equal parts of a divisible whole
thole,a holder attached to the gunwale of a boat that holds the oar in place and acts as a fulcrum for rowing
thong,leather strip that forms the flexible part of a whip
thorn,something that causes irritation and annoyance
those,
three,the cardinal number that is the sum of one and one and one
threw,propel through the air
thrip,any of various small to minute sucking insects with narrow feathery wings if any; they feed on plant sap and many are destructive
throb,a deep pulsating type of pain
throe,severe spasm of pain
throw,the act of throwing (propelling something with a rapid movement of the arm and wrist)
thrum,a thrumming sound
thuja,red cedar
thule,a town in northwestern Greenland; during World War II a United States naval base was built there
thumb,the thick short innermost digit of the forelimb
thump,a heavy dull sound (as made by impact of heavy objects)
thyme,any of various mints of the genus Thymus
tiara,a jeweled headdress worn by women on formal occasions
tibet,an autonomous region of the Peoples Republic of China; located in the Himalayas
tibia,the inner and thicker of the two bones of the human leg between the knee and ankle
tical,the basic unit of money in Thailand
tidal,of or relating to or caused by tides
tided,rise or move forward
tiger,a fierce or audacious person
tight,closely constrained or constricted or constricting
tilde,a diacritical mark (~) placed over the letter n in Spanish to indicate a palatal nasal sound or over a vowel in Portuguese to indicate nasalization
tiled,cover with tiles
tiler,a worker who lays tile
tilia,deciduous trees with smooth usually silver-grey bark of North America and Europe and Asia: lime trees; lindens; basswood
tilth,the state of aggregation of soil and its condition for supporting plant growth
timed,measure the time or duration of an event or action or the person who performs an action in a certain period of time
timer,a timepiece that measures a time interval and signals its end
times,a more or less definite period of time now or previously present
timid,people who are fearful and cautious
timor,an island in Indonesia in the Malay Archipelago; the largest and most eastern of the Lesser Sunda Islands
tinct,color lightly
tinea,infections of the skin or nails caused by fungi and appearing as itching circular patches
tined,plate with tin
tinge,a slight but appreciable amount
tinny,of or containing tin
tippy,(used of boats) inclined to heel over easily under sail
tipsy,slightly intoxicated
tired,lose interest or become bored with something or somebody
titan,a person of exceptional importance and reputation
titer,the concentration of a solution as determined by titration
tithe,a levy of one tenth of something
title,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with
titre,the concentration of a solution as determined by titration
titty,either of two soft fleshy milk-secreting glandular organs on the chest of a woman
titus,a Greek disciple and helper of Saint Paul
tizzy,an excited state of agitation
toady,a person who tries to please someone in order to gain a personal advantage
toast,slices of bread that have been toasted
today,the present time or age
toddy,a mixed drink made of liquor and water with sugar and spices and served hot
todea,a genus of delicate ferns belonging to the family Osmundaceae
todus,type genus of the Todidae
toffy,caramelized sugar cooled in thin sheets
tokay,Hungarian wine made from Tokay grapes
token,an individual instance of a type of symbol
tonal,employing variations in pitch to distinguish meanings of otherwise similar words
toned,utter monotonously and repetitively and rhythmically
toner,a solution containing chemicals that can change the color of a photographic print
tonga,a monarchy on a Polynesian archipelago in the South Pacific; achieved independence from the United Kingdom in 1970
tongs,any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below
tonic,lime- or lemon-flavored carbonated water containing quinine
tonus,"the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli"
toona,formerly included in genus Cedrela
tooth,hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense
topaz,a yellow quartz
topee,a lightweight hat worn in tropical countries for protection from the sun
toper,a person who drinks alcoholic beverages (especially to excess)
topic,the subject matter of a conversation or discussion
toque,a tall white hat with a pouched crown; worn by chefs
torah,the whole body of the Jewish sacred writings and tradition including the oral tradition
torch,a light usually carried in the hand; consists of some flammable substance
torsk,large edible marine fish of northern coastal waters; related to cod
torso,the body excluding the head and neck and limbs
torus,a ring-shaped surface generated by rotating a circle around an axis that does not intersect the circle
total,the whole amount
totem,a clan or tribe identified by their kinship to a common totemic object
toter,someone whose employment involves carrying something
touch,the event of something coming in contact with the body
tough,someone who learned to fight in the streets rather than being formally trained in the sport of boxing
towel,a rectangular piece of absorbent cloth (or paper) for drying or wiping
tower,a structure taller than its diameter; can stand alone or be attached to a larger building
towny,resident of a college town not affiliated with the college
toxic,of or relating to or caused by a toxin or poison
toxin,a poisonous substance produced during the metabolism and growth of certain microorganisms and some higher plant and animal species
toyon,ornamental evergreen treelike shrub of the Pacific coast of the United States having large white flowers and red berrylike fruits; often placed in genus Photinia
trace,a just detectable amount
track,a line or route along which something travels or moves
tract,an extended area of land
tracy,United States film actor who appeared in many films with Katharine Hepburn (1900-1967)
trade,the commercial exchange (buying and selling on domestic or international markets) of goods and services
tragi,a small cartilaginous flap in front of the external opening of the ear
trail,a track or mark left by something that has passed
train,public transport provided by a line of railway cars coupled together and drawn by a locomotive
trait,a distinguishing feature of your personal nature
tramp,a disreputable vagrant
trapa,small genus of Eurasian aquatic perennial herbs: water chestnut
traps,a device in which something (usually an animal) can be caught and penned
trash,worthless material that is to be disposed of
trave,a horizontal beam that extends across something
trawl,a long fishing line with many shorter lines and hooks attached to it (usually suspended between buoys)
tread,a step in walking or running
treat,something considered choice to eat
treed,force a person or an animal into a position from which he cannot escape
trema,an evergreen tree of the family Ulmaceae that grows in tropical America and Africa and Asia
trend,a general direction in which something tends to move
trent,a river in central England that flows generally northeastward to join with the Ouse River and form the Humber
tress,a hairdo formed by braiding or twisting the hair
trews,tight-fitting trousers; usually of tartan
triad,the cardinal number that is the sum of one and one and one
trial,the act of testing something
tribe,a social division of (usually preliterate) people
trice,a very short time (as the time it takes the eye to blink or the heart to beat)
trick,a cunning or deceitful action or device
tried,make an effort or attempt
trier,one (as a judge) who examines and settles a case
trike,a vehicle with three wheels that is moved by foot pedals
trill,a note that alternates rapidly with another note a semitone above it
trine,the cardinal number that is the sum of one and one and one
tripe,lining of the stomach of a ruminant (especially a bovine) used as food
trite,repeated too often; overfamiliar through overuse
troat,emit a cry intended to attract other animals; used especially of animals at rutting time
troll,(Scandanavian folklore) a supernatural creature (either a dwarf or a giant) that is supposed to live in caves or in the mountains
troop,a group of soldiers
trope,language used in a figurative or nonliteral sense
troth,a mutual promise to marry
trout,flesh of any of several primarily freshwater game and food fishes
trove,treasure of unknown ownership found hidden (usually in the earth)
truce,a state of peace agreed to between opponents so they can discuss peace terms
truck,an automotive vehicle suitable for hauling
truer,consistent with fact or reality; not false; ; - B. Russell
truly,in accordance with truth or fact or reality
trump,a playing card in the suit that has been declared trumps
trunk,the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber
truss,(medicine) a bandage consisting of a pad and belt; worn to hold a hernia in place by pressure
trust,something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)
truth,a fact that has been verified
tryst,a date; usually with a member of the opposite sex
tsine,wild ox of the Malay Archipelago
tsuga,hemlock; hemlock fir; hemlock spruce
tubae,the lowest brass wind instrument
tubal,of or relating to occurring in a tube such as e.g. the Fallopian tube or Eustachian tube
tubby,short and plump
tuber,a fleshy underground stem or root serving for reproductive and food storage
tudor,an English dynasty descended from Henry Tudor; Tudor monarchs ruled from Henry VII to Elizabeth I (from 1485 to 1603)
tulip,any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usually a single showy flower
tulle,a fine (often starched) net used for veils or tutus or gowns
tumid,ostentatiously lofty in style
tummy,slang for a paunch
tumor,an abnormal new mass of tissue that serves no purpose
tuned,adjust for (better) functioning
tuner,someone who tunes pianos
tunga,a genus of Siphonaptera
tunic,an enveloping or covering membrane or layer of body tissue
tunny,important warm-water fatty fish of the genus Thunnus of the family Scombridae; usually served as steaks
tupek,tent that is an Eskimo summer dwelling
tupik,tent that is an Eskimo summer dwelling
turki,any member of the peoples speaking a Turkic language
turns,a circular segment of a curve
turps,volatile liquid distilled from turpentine oleoresin; used as paint thinner and solvent and medicinally
tutee,learns from a tutor
tutor,"a person who gives private instruction (as in singing, acting, etc.)"
twain,two items of the same kind
twang,a sharp vibrating sound (as of a plucked string)
tweak,a squeeze with the fingers
tweed,thick woolen fabric used for clothing; originated in Scotland
tweet,a weak chirping sound as of a small bird
twerp,someone who is regarded as contemptible
twice,two times
twill,a weave used to produce the effect of parallel diagonal ribs
twine,a lightweight cord
twirl,a sharp bend in a line produced when a line having a loop is pulled tight
twist,an unforeseen development
tyche,(Greek mythology) the goddess of fortune; identified with Roman Fortuna
tying,the act of tying or binding things together
tyler,elected vice president and became the 10th President of the United States when Harrison died (1790-1862)
typha,reed maces; cattails
typic,being or serving as an illustration of a type
udder,mammary gland of bovids (cows and sheep and goats)
ugric,one of the two branches of the Finno-Ugric family of languages; spoken in Hungary and northwestern Siberia
uigur,a member of a people who speak Uighur and live in Xinjiang and adjacent areas
ukase,an edict of the Russian tsar
ulcer,a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue
ulema,the body of Mullahs (Muslim scholars trained in Islam and Islamic law) who are the interpreters of Islam's sciences and doctrines and laws and the chief guarantors of continuity in the spiritual and intellectual history of the Islamic community
ulmus,type genus of family Ulmaceae; deciduous trees having simple serrate leaves; widely distributed in temperate regions
ulnae,the inner and longer of the two bones of the human forearm
ulnar,relating to or near the ulna
ultra,(used of opinions and actions) far beyond the norm
umbel,flat-topped or rounded inflorescence characteristic of the family Umbelliferae in which the individual flower stalks arise from about the same point; youngest flowers are at the center
umber,an earth pigment
umbra,a region of complete shadow resulting from total obstruction of light
unarm,take away the weapons from; render harmless
unary,consisting of or involving a single element or component
unbar,remove a bar from (a door)
unbox,remove from a box
uncle,the brother of your father or mother; the husband of your aunt
uncus,(biology) any hook-shaped process or part
uncut,not trimmed
under,located below or beneath something else
undid,"cancel, annul, or reverse an action or its effect"
undue,not yet payable
unfed,not fed
unfit,make unfit or unsuitable
uniat,a member of the Uniat Church
unify,become one
union,an organization of employees formed to bargain with the employer
unite,act in concert or unite in a common purpose or belief
unity,an undivided or unbroken completeness or totality with nothing wanting
unlit,not set afire or burning
unman,cause to lose one's nerve
unpin,remove the pins from; unfasten the pins of
unsay,take back what one has said
unsex,deprive of sex or sexual powers
untie,undo the ties of
until,
unwed,of someone who has not been married
upend,become turned or set on end
upper,the higher of two berths
upset,an unhappy and worried mental state
upupa,type genus of the Upupidae
urate,a salt of uric acid
urban,relating to or concerned with a city or densely populated area
uriah,(Old Testament) the husband of Bathsheba and a soldier who was sent to die in battle so that king David could marry his wife (circa 10th century BC)
urial,bearded reddish sheep of southern Asia
urine,liquid excretory product
ursus,type genus of Ursidae: brown bears; in some classifications genus Ursus includes all bears
usage,the act of using
usher,Irish prelate who deduced from the Bible that Creation occurred in the year 4004 BC (1581-1656)
usnea,widely distributed lichens usually having a greyish or yellow pendulous freely branched thallus
usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure
usurp,seize and take control without authority and possibly with force; take as one's right or possession
usury,an exorbitant or unlawful rate of interest
uteri,a hollow muscular organ in the pelvic cavity of females; contains the developing fetus
utile,being of use or service
utter,"articulate; either verbally or with a cry, shout, or noise"
uveal,of or relating to the uvea of the eye
uvula,a small pendant fleshy lobe at the back of the soft palate
uzbak,a member of a Turkic people of Uzbekistan and neighboring areas
uzbeg,a member of a Turkic people of Uzbekistan and neighboring areas
uzbek,a member of a Turkic people of Uzbekistan and neighboring areas
vagal,of or relating to the vagus nerve
vague,not clearly understood or expressed; ; -Anatole Broyard; - P.A.Sorokin; - John Locke
vagus,a mixed nerve that supplies the pharynx and larynx and lungs and heart and esophagus and stomach and most of the abdominal viscera
vajra,Indra's thunderbolt
valet,a manservant who acts as a personal attendant to his employer
valid,well grounded in logic or truth or having legal force
valmy,the French defeated the Austrian and Prussian troops in 1792 (with a famous cannonade from the French artillery)
valor,the qualities of a hero or heroine; exceptional or heroic courage when facing danger (especially in battle)
valse,a ballroom dance in triple time with a strong accent on the first beat
value,a numerical quantity measured or assigned or computed
valve,a structure in a hollow organ (like the heart) with a flap to insure one-way flow of fluid through it
vanda,any of numerous showy orchids of the genus Vanda having many large flowers in loose racemes
vaned,(of an arrow) equipped with feathers
vanir,(Norse mythology) race of ancient gods sometimes in conflict with the Aesir
vapid,lacking taste or flavor or tang
vapor,a visible suspension in the air of particles of some substance
varan,any of various large tropical carnivorous lizards of Africa and Asia and Australia; fabled to warn of crocodiles
varix,abnormally enlarged or twisted blood vessel or lymphatic vessel
varna,a port city in northeastern Bulgaria on the Black Sea
varus,a deformity in which part of a limb is turned inward to an abnormal degree
vatic,resembling or characteristic of a prophet or prophecy
vault,a burial chamber (usually underground)
vaunt,extravagant self-praise
vedic,of or relating to the Vedas or to the ancient Sanskrit in which they were written
veery,tawny brown North American thrush noted for its song
velar,a consonant produced with the back of the tongue touching or near the soft palate
veldt,elevated open grassland in southern Africa
velum,a membranous covering attached to the immature fruiting body of certain mushrooms
venal,capable of being corrupted
venom,"toxin secreted by animals; secreted by certain snakes and poisonous insects (e.g., spiders and scorpions)"
venue,the scene of any event or action (especially the place of a meeting)
venus,the second nearest planet to the sun; it is peculiar in that its rotation is slow and retrograde (in the opposite sense of the Earth and all other planets except Uranus); it is visible from Earth as an early `morning star' or an `evening star'
vepse,a member of a Finnish people of Russia
verge,a region marking a boundary
verpa,a morel whose fertile portion resembles a bell and is attached to the stipe only at the top
verse,literature in metrical form
verso,left-hand page
verst,a Russian unit of length (1.067 km)
verve,an energetic style
vespa,type genus of the Vespidae: various hornets and yellow jackets
vesta,(Roman mythology) goddess of the hearth and its fire whose flame was tended by vestal virgins; counterpart of Greek Hestia
vetch,any of various climbing plants of the genus Vicia having pinnately compound leaves that terminate in tendrils and small variously colored flowers; includes valuable forage and soil-building plants
vexed,"cause annoyance in; disturb, especially by minor irritations"
vexer,someone given to teasing (as by mocking or stirring curiosity)
viand,a choice or delicious dish
vicar,a Roman Catholic priest who acts for another higher-ranking clergyman
vicia,widely distributed genus of annual or perennial and often climbing herbs
video,the visible part of a television transmission
vidua,whydahs
vigil,a period of sleeplessness
vigor,forceful exertion
villa,Mexican revolutionary leader (1877-1923)
vinyl,a univalent chemical radical derived from ethylene
viola,any of the numerous plants of the genus Viola
viper,venomous Old World snakes characterized by hollow venom-conducting fangs in the upper jaw
viral,relating to or caused by a virus
vireo,any of various small insectivorous American birds chiefly olive-grey in color
virga,light wispy precipitation that evaporates before it reaches the ground (especially when the lower air is low in humidity)
virgo,(astrology) a person who is born while the sun is in Virgo
virtu,love of or taste for fine objects of art
virus,(virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein
visit,the act of going to see some person or place or thing for a short time
visor,a piece of armor plate (with eye slits) fixed or hinged to a medieval helmet to protect the face
vista,the visual percept of a region
vital,urgently needed; absolutely necessary
vitis,the type genus of the family Vitaceae; woody vines with simple leaves and small flowers; includes a wide variety of grapes
vivid,evoking lifelike images within the mind
vixen,a malicious woman with a fierce temper
vocal,"music intended to be performed by one or more singers, usually with instrumental accompaniment"
vodka,unaged colorless liquor originating in Russia
vogue,the popular taste at a given time
vogul,a member of a nomadic people of the northern Urals
voice,the distinctive quality or pitch or condition of a person's speech
voile,a light semitransparent fabric
volar,relating to the palm of the hand or the sole of the foot
