word,definition
suture,an immovable joint (especially between the bones of the skull)
svelte,showing a high degree of refinement and the assurance that comes from wide social experience
swampy,(of soil) soft and watery
swanky,imposingly fashionable and elegant
swatch,a sample piece of cloth
swathe,an enveloping bandage
swayed,move back and forth or sideways
swayer,a person who rules or commands
swerve,the act of turning aside suddenly
swinge,burn superficially or lightly
swingy,characterized by a buoyant rhythm
swipes,a sweeping stroke or blow
swishy,resembling a sustained `sh' or soft whistle
switch,control consisting of a mechanical or electrical or electronic device for making or breaking or changing the connections in a circuit
swivel,a coupling (as in a chain) that has one end that turns on a headed pin
swivet,a panic or extreme discomposure
swoosh,the noise produced by the sudden rush of a fluid (a gas or liquid)
sylvan,a spirit that lives in or frequents the woods
symbol,an arbitrary sign (written or printed) that has acquired a conventional significance
syndic,one appointed to represent a city or university or corporation in business transactions
syntax,the grammatical arrangement of words in sentences
syrian,a native or inhabitant of Syria
syrinx,a primitive wind instrument consisting of several parallel pipes bound together
syrupy,overly sweet
system,instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity
syzygy,the straight line configuration of 3 celestial bodies (as the sun and earth and moon) in a gravitational system
tabard,a short sleeveless outer tunic emblazoned with a coat of arms; worn by a knight over his armor or by a herald
tabled,hold back to a later time
tables,a set of data arranged in rows and columns
tablet,a slab of stone or wood suitable for bearing an inscription
tabour,a small drum with one head of soft calfskin
tabriz,an ancient city in northwestern Iran; known for hot springs
tacker,a worker who fastens things by tacking them (as with tacks or by spotwelding)
tackle,the person who plays that position on a football team
tactic,a plan for attaining a particular goal
tadjik,a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet
taenia,a narrow headband or strip of ribbon worn as a headband
tagged,attach a tag or label to
tagger,someone who assigns labels to the grammatical constituents of textual matter
taguan,East Indian flying squirrel
tahiti,an island in the south Pacific; the most important island in French Polynesia; made famous by Robert Louis Stevenson and Paul Gauguin
tailed,go after with the intent to catch
tailor,a person whose occupation is making and altering garments
taipan,large highly venomous snake of northeastern Australia
taking,the act of someone who picks up or takes something
talbot,English inventor and pioneer in photography who published the first book illustrated with photographs (1800-1877)
talcum,a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder
talent,natural abilities or qualities
talker,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
talkie,a movie with synchronized speech and singing
taller,great in vertical dimension; high in stature
tallis,English organist and composer of church and secular music; was granted a monopoly in music printing with William Byrd (1505-1585)
tallow,"obtained from suet and used in making soap, candles and lubricants"
talmud,the collection of ancient rabbinic writings on Jewish law and tradition (the Mishna and the Gemara) that constitute the basis of religious authority in Orthodox Judaism
tamale,a city in northern Ghana
tambac,an alloy of copper and zinc (and sometimes arsenic) used to imitate gold in cheap jewelry and for gilding
tamely,in a tame manner
tamias,chipmunks of eastern North America
tamper,"a tool for tamping (e.g., for tamping tobacco into a pipe bowl or a charge into a drill hole etc.)"
tampon,plug of cotton or other absorbent material; inserted into wound or body cavity to absorb exuded fluids (especially blood)
tanach,the Jewish scriptures which consist of three divisions--the Torah and the Prophets and the Writings
tandem,an arrangement of two or more objects or persons one behind another
tangle,a twisted and tangled mass that is highly interwoven
tanked,store in a tank by causing (something) to flow into it
tanker,a cargo ship designed to carry crude oil in bulk
tanned,treat skins and hides with tannic acid so as to convert them into leather
tanner,a small coin of the United Kingdom worth six pennies; not minted since 1970
tannic,derived from tannin
tannin,any of various complex phenolic substances of plant origin; used in tanning and in medicine
tanoan,a family of North American Indian language spoken in southwestern United States
tantra,any of a fairly recent class of Hindu or Buddhist religious literature concerned with ritual acts of body and speech and mind
taoism,a Chinese sect claiming to follow the teaching of Lao-tzu but incorporating pantheism and sorcery in addition to Taoism
taoist,an adherent of any branch of Taoism
tapper,a tavern keeper who taps kegs or casks
tappet,a lever that is moved in order to tap something else
target,a reference point to shoot at
tariff,a government tax on imports or exports
tarmac,a paving material of tar and broken stone; mixed in a factory and shaped during paving
tarpan,European wild horse extinct since the early 20th century
tarpon,large silvery game fish of warm Atlantic coastal waters especially off Florida
tarred,coat with tar
tarsal,any bone of the tarsus
tarsus,the part of the foot of a vertebrate between the metatarsus and the leg; in human beings the bones of the ankle and heel collectively
tartan,a cloth having a crisscross design
tartar,a salt used especially in baking powder
tartly,in a tart manner
tarzan,(sometimes used ironically) a man of great strength and agility (after the hero of a series of novels by Edgar Rice Burroughs)
tassel,adornment consisting of a bunch of cords fastened at one end
tasset,one of two pieces of armor plate hanging from the fauld to protect the upper thighs
tasted,have flavor; taste of something
taster,someone who samples food or drink for its quality
tatary,the vast geographical region of Europe and Asia that was controlled by the Mongols in the 13th and 14th centuries
tatter,a small piece of cloth or paper
tattle,disclosing information or giving evidence about another
tattoo,a drumbeat or bugle call that signals the military to return to their quarters
taught,impart skills or knowledge to
taurus,Venezuelan master terrorist raised by a Marxist-Leninist father; trained and worked with many terrorist groups (born in 1949)
tauten,become taut or tauter
tautly,in a taut manner
tautog,large dark-colored food fish of the Atlantic coast of North America
tavern,a building with a bar that is licensed to sell alcoholic drinks
tawdry,tastelessly showy
tawney,English economist remembered for his studies of the development of capitalism (1880-1962)
taxing,levy a tax on
taxman,someone who collects taxes for the government
taylor,United States composer and music critic (1885-1966)
teacup,as much as a teacup will hold
teapot,pot for brewing tea; usually has a spout and handle
teasel,any of several herbs of the genus Dipsacus native to the Old World having flower heads surrounded by spiny bracts
teaser,a worker who teases wool
tedium,the feeling of being bored by something tedious
teensy,(used informally) very small
teeter,a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end
teethe,grow teeth; cut the baby teeth
telfer,one of the conveyances (or cars) in a telpherage
teller,United States physicist (born in Hungary) who worked on the first atom bomb and the first hydrogen bomb (1908-2003)
telugu,a member of the people in southeastern India (Andhra Pradesh) who speak the Telugu language
temper,a sudden outburst of anger
temple,place of worship consisting of an edifice for the worship of a deity
tenant,someone who pays rent to use land or a building or a car that is owned by someone else
tender,something that can be used as an official medium of payment
tendon,a cord or band of inelastic tissue connecting a muscle with its bony attachment
tenner,the cardinal number that is the sum of nine and one; the base of the decimal system
tennis,a game played with rackets by two or four players who hit a ball back and forth over a net that divides the court
tenpin,one of the bottle-shaped pins used in bowling
tenrec,small often spiny insectivorous mammal of Madagascar; resembles a hedgehog
tensor,a generalization of the concept of a vector
tented,live in or as if in a tent
tenter,a framework with hooks used for stretching and drying cloth
tenure,the term during which some position is held
tercel,male hawk especially male peregrine or gyrfalcon
tercet,the cardinal number that is the sum of one and one and one
teredo,typical shipworm
teresa,Indian nun and missionary in the Roman Catholic Church (born of Albanian parents in what is now Macedonia); dedicated to helping the poor in India (1910-1997)
terete,especially of plant parts; cylindrical and tapering
termer,a person who serves a specified term
termes,type genus of the Termitidae
terror,an overwhelming feeling of fear and anxiety
tested,"put to the test, as for its quality, or give experimental use to"
testee,someone who is tested (as by an intelligence test or an academic examination)
tester,someone who administers a test to determine your qualifications
testes,one of the two male reproductive glands that produce spermatozoa and secrete androgens
testis,one of the two male reproductive glands that produce spermatozoa and secrete androgens
tetany,clinical neurological syndrome characterized by muscular twitching and cramps and (when severe) seizures; associated with calcium deficiency (hypoparathyroidism) or vitamin D deficiency or alkalosis
tetchy,easily irritated or annoyed
tether,restraint consisting of a rope (or light chain) used to restrain an animal
tethys,(Greek mythology) a Titaness and sea goddess; wife of Oceanus
tetrad,the cardinal number that is the sum of three and one
tetrao,type genus of the Tetraonidae: capercaillies
tetryl,a yellow crystalline explosive solid that is used in detonators
teuton,someone (especially a German) who speaks a Germanic language
thalia,(Greek mythology) the Muse of comedy and pastoral poetry
thalli,a plant body without true stems or roots or leaves or vascular system; characteristic of the thallophytes
thanks,an acknowledgment of appreciation
thatch,hair resembling thatched roofing material
theban,an Egyptian inhabitant of ancient Thebes
thecae,a case or sheath especially a pollen sac or moss capsule
theirs,
theism,the doctrine or belief in the existence of a God or gods
theist,one who believes in the existence of a god or gods
themis,(Greek mythology) the Titaness who was goddess of justice in ancient mythology
thenal,of or relating to the palm of the hand or to the area at the base of the thumb
thenar,the fleshy area of the palm at the base of the thumb
thence,from that place or from there
theory,a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena
theres,a location other than here; that place
theses,an unproved statement put forward as a premise in an argument
thesis,an unproved statement put forward as a premise in an argument
thetis,(Greek mythology) one of the 50 Nereids; mother of Achilles by Peleus
thieve,take by theft
thinly,without force or sincere effort
thirst,a physiological need to drink
thirty,the cardinal number that is the product of ten and three
thomas,United States clockmaker who introduced mass production (1785-1859)
thorax,the middle region of the body of an arthropod between the head and the abdomen
thorny,bristling with perplexities
though,(postpositive) however
thrall,the state of being under the control of another person
thrash,a swimming kick used while treading water
thread,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving
threat,something that is a source of danger
thresh,move or stir about violently
thrice,three times
thrift,any of numerous sun-loving low-growing evergreens of the genus Armeria having round heads of pink or white flowers
thrill,the swift release of a store of affective force
thrips,any of various small to minute sucking insects with narrow feathery wings if any; they feed on plant sap and many are destructive
thrive,grow vigorously
throat,the passage to the stomach and lungs; in the front part of the neck below the chin and above the collarbone
throne,"the chair of state for a monarch, bishop, etc."
throng,a large gathering of people
throve,grow vigorously
thrown,propel through the air
thrush,candidiasis of the oral cavity; seen mostly in infants or debilitated adults
thrust,the force used in pushing
thusly,in the way indicated; ; ; (`thusly' is a nonstandard variant)
thwack,a hard blow with a flat object
thwart,a crosspiece spreading the gunnels of a boat; used as a seat in a rowboat
thymol,a colorless crystalline solid used in perfume or preserving biological specimens or in embalming or medically as a fungicide or antiseptic
thymus,large genus of Old World mints: thyme
thyrse,a dense flower cluster (as of the lilac or horse chestnut) in which the main axis is racemose and the branches are cymose
tibiae,the inner and thicker of the two bones of the human leg between the knee and ankle
tibial,relating to or located near a tibia
ticked,make a clicking or ticking sound
ticker,the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body
ticket,a commercial document showing that the holder is entitled to something (as to ride on public transportation or to enter a public entertainment)
tickle,a cutaneous sensation often resulting from light stroking
tidbit,a small tasty bit of food
tidily,in a tidy manner
tiding,rise or move forward
tiepin,a pin used to hold the tie in place
tierce,the third canonical hour; about 9 a.m.
tiered,having or arranged in tiers
tiffin,a midday meal
tights,skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls
tigris,an Asian river; a tributary of the Euphrates River
tiling,the application of tiles to cover a surface
tiller,a shoot that sprouts from the base of a grass
tilter,someone who engages in a tilt or joust
timber,the wood of trees cut and prepared for use as building material
timbre,(music) the distinctive property of a complex sound (a voice or noise or musical sound)
timely,before a time limit expires
timing,the time when something happens
tindal,English translator and Protestant martyr; his translation of the Bible into English (which later formed the basis for the King James Version) aroused ecclesiastical opposition; he left England in 1524 and was burned at the stake in Antwerp as a heretic (1494-1536)
tinder,material for starting a fire
tineid,small yellowish moths whose larvae feed on wool or fur
tinged,affect as in thought or feeling
tingle,an almost pleasurable sensation of fright
tining,plate with tin
tinker,a person who enjoys fixing and experimenting with machines and their parts
tinkle,a light clear metallic sound as of a small bell
tinkly,like the short high ringing sound of a small bell
tinned,plate with tin
tinner,someone who makes or repairs tinware
tinsel,a showy decoration that is basically valueless
tinted,color lightly
tinter,a hairdresser who tints hair
tipped,cause to tilt
tipper,a person who leaves a tip
tippet,a woman's fur shoulder cape with hanging ends; often consisting of the whole fur of a fox or marten
tipple,a serving of drink (usually alcoholic) drawn from a keg
tiptoe,the tip of a toe
tiptop,the highest level or degree attainable; the highest stage of development
tirade,a speech of violent denunciation
tiring,lose interest or become bored with something or somebody
tisane,infusion of e.g. dried or fresh flowers or leaves
tishri,the first month of the civil year; the seventh month of the ecclesiastical year in the Jewish calendar (in September and October)
tissue,part of an organism consisting of an aggregate of cells having a similar structure and function
titbit,a small tasty bit of food
tither,someone who pays tithes
titian,old master of the Venetian school (1490-1576)
titled,give a title to
titter,a nervous restrained laugh
tittle,a tiny or scarcely detectable amount
tittup,"to walk with a lofty proud gait, often in an attempt to impress others"
tivoli,a town twenty miles to the east of Rome (Tibur is the ancient name); a summer resort during the Roman empire; noted for its waterfalls
tocsin,the sound of an alarm (usually a bell)
toddle,walk unsteadily
toecap,"a protective leather or steel cover for the toe of a boot or shoe, reinforcing or decorating it"
toetoe,tall grass of New Zealand grown for plumelike flower heads
toffee,caramelized sugar cooled in thin sheets
toggle,any instruction that works first one way and then the other; it turns something on the first time it is used and then turns it off the next time
toiled,work hard
toiler,one who works strenuously
toilet,a room or building equipped with one or more toilets
toledo,an industrial city in northwestern Ohio on Lake Erie
toller,a person who rings church bells (as for summoning the congregation)
toltec,a member of the Nahuatl speaking people of central and southern Mexico
tomato,mildly acid red or yellow pulpy fruit eaten as a vegetable
tombac,an alloy of copper and zinc (and sometimes arsenic) used to imitate gold in cheap jewelry and for gilding
tomboy,a girl who behaves in a boyish manner
tomcat,male cat
tomtit,widely distributed European titmouse with bright cobalt blue wings and tail and crown of the head
tongan,a Polynesian native or inhabitant of Tonga
tongas,a monarchy on a Polynesian archipelago in the South Pacific; achieved independence from the United Kingdom in 1970
tongue,a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity
tonsil,either of two masses of lymphatic tissue one on each side of the oral pharynx
toothy,having or showing prominent teeth
tootle,the sound of casual playing on a musical instrument
tophus,a deposit of urates around a joint or in the external ear; diagnostic of advanced or chronic gout
topped,be superior or better than some standard
topper,a worker who makes or adds the top to something
topple,"fall down, as if collapsing"
torero,a matador or one of the supporting team during a bull fight
toroid,the doughnut-shaped object enclosed by a torus
torpid,slow and apathetic
torpor,a state of motor and mental inactivity with a partial suspension of sensibility
torque,a twisting force
torrid,characterized by intense emotion
tosser,terms of abuse for a masturbator
tossup,an unpredictable phenomenon
totara,valuable timber tree of New Zealand yielding hard reddish wood used for furniture and bridges and wharves
totter,"move without being stable, as if threatening to fall"
toucan,brilliantly colored arboreal fruit-eating bird of tropical America having a very large thin-walled beak
touchy,quick to take offense
toupee,a small hairpiece to cover partial baldness
tourer,someone who travels for pleasure
tousle,disarrange or rumple; dishevel
touter,someone who advertises for customers in an especially brazen way
towage,the act of hauling something (as a vehicle) by means of a hitch or rope
towhee,any of numerous long-tailed American finches
towing,drag behind
townee,townsman unacquainted with country life especially a slick and flashy male city dweller
towner,a resident of a town or city
toxoid,a bacterial toxin that has been weakened until it is no longer toxic but is strong enough to induce the formation of antibodies and immunity to the specific disease caused by the toxin
toying,playful behavior intended to arouse sexual interest
tracer,an investigator who is employed to find missing persons or missing goods
trader,someone who purchases and maintains an inventory of goods to be sold
tragic,very sad; especially involving grief or death or destruction
tragus,a small cartilaginous flap in front of the external opening of the ear
trance,a psychological state induced by (or as if induced by) a magical incantation
trapes,place in a confining or embarrassing position
trashy,cheap and inferior; of no value
trauma,any physical damage to the body caused by violence or accident or fracture etc.
travel,the act of going from one place to another
treaty,a written agreement between two states or sovereigns
treble,the pitch range of the highest female voice
tremor,an involuntary vibration (as if from illness or fear)
trench,a ditch dug as a fortification having a parapet of the excavated earth
trepan,a surgical instrument used to remove sections of bone from the skull
trepid,timid by nature or revealing timidity
triage,sorting and allocating aid on the basis of need for or likely benefit from medical treatment or food
tribal,relating to or characteristic of a tribe
tricky,not to be trusted; - James Agee
tricot,a knitted fabric or one resembling knitting
trifid,divided into three lobes
trifle,"a cold pudding made of layers of sponge cake spread with fruit or jelly; may be decorated with nuts, cream, or chocolate"
trigon,a three-sided polygon
trilby,singer in a novel by George du Maurier who was under the control of the hypnotist Svengali
trimer,a polymer (or a molecule of a polymer) consisting of three identical monomers
trimly,in a trim manner
tringa,a genus of Scolopacidae
triode,a thermionic vacuum tube having three electrodes; fluctuations of the charge on the grid control the flow from cathode to anode which makes amplification possible
triops,type genus of the family Triopidae: small crustaceans with a small third median eye
triose,any monosaccharide sugar containing three atoms of carbon per molecule
triple,a base hit at which the batter stops safely at third base
tripod,a three-legged rack used for support
tripos,final honors degree examinations at Cambridge University
triton,(Greek mythology) a sea god; son of Poseidon
triune,being three in one; used especially of the Christian Trinity
trivet,a three-legged metal stand for supporting a cooking vessel in a hearth
trivia,something of small importance
troche,a medicated lozenge used to soothe the throat
trogon,forest bird of warm regions of the New World having brilliant lustrous plumage and long tails
troika,a Russian carriage pulled by three horses abreast
trojan,a native of ancient Troy
trophy,an award for success in war or hunting
tropic,either of two parallels of latitude about 23.5 degrees to the north and south of the equator representing the points farthest north and south at which the sun can shine directly overhead and constituting the boundaries of the Torrid Zone or tropics
trough,a narrow depression (as in the earth or between ocean waves or in the ocean bed)
troupe,organization of performers and associated personnel (especially theatrical)
trowel,a small hand tool with a handle and flat metal blade; used for scooping or spreading plaster or similar materials
truant,one who is absent from school without permission
trucks,an automotive vehicle suitable for hauling
trudge,a long difficult walk
truism,an obvious truth
trusty,a convict who is considered trustworthy and granted special privileges
trying,make an effort or attempt
tryout,trying something to find out about it
tsetse,bloodsucking African fly; transmits sleeping sickness etc.
tuareg,a member of a nomadic Berber people of the Sahara
tubful,the amount that a tub will hold
tubing,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases
tubman,United States abolitionist born a slave on a plantation in Maryland and became a famous conductor on the Underground Railroad leading other slaves to freedom in the North (1820-1913)
tubule,a small tube
tucana,a large faint constellation in the southern hemisphere containing most of the Small Magellanic Cloud
tucker,United States anarchist influential before World War I (1854-1939)
tucket,(music) a short lively tune played on brass instruments
tuffet,a low seat or a stool to rest the feet of a seated person
tufted,(of plants) growing in small dense clumps or tufts
tugger,someone who pulls or tugs or drags in an effort to move something
tugrik,the basic unit of money in Mongolia
tuille,armor plate that protects the hip and thigh
tulipa,Eurasian perennial bulbous herbs
tumble,an acrobatic feat of rolling or turning end over end
tumefy,cause to become very swollen
tumult,a state of commotion and noise and confusion
tundra,a vast treeless plain in the Arctic regions where the subsoil is permanently frozen
tungus,a member of the Tungus speaking people of Mongolian race who are a nomadic people widely spread over eastern Siberia; related to the Manchu
tunica,an enveloping or covering membrane or layer of body tissue
tuning,(music) calibrating something (an instrument or electronic circuit) to a standard frequency
tunker,an adherent of Baptistic doctrines (who practice baptism by immersion)
tunnel,"a passageway through or under something, usually underground (especially one for trains or cars)"
tupaia,the type genus of the Tupaia: chief genus of tree shrews
tupelo,pale soft wood of a tupelo tree especially the water gum
turban,a traditional Muslim headdress consisting of a long scarf wrapped around the head
turbid,(of liquids) clouded as with sediment
turbot,flesh of a large European flatfish
turdus,type genus of the Turdidae
tureen,large deep serving dish with a cover; for serving soups and stews
turfed,cover (the ground) with a surface layer of grass or grass roots
turgid,ostentatiously lofty in style
turgor,(biology) the normal rigid state of fullness of a cell or blood vessel or capillary resulting from pressure of the contents against the wall or membrane
turkey,large gallinaceous bird with fan-shaped tail; widely domesticated for food
turkic,a subfamily of Altaic languages
turkis,any member of the peoples speaking a Turkic language
turned,"change orientation or direction, also in the abstract sense"
turner,United States slave and insurrectionist who in 1831 led a rebellion of slaves in Virginia; he was captured and executed (1800-1831)
turnip,widely cultivated plant having a large fleshy edible white or yellow root
turnix,type genus of the Turnicidae: button quail
turnup,the lap consisting of a turned-back hem encircling the end of the sleeve or leg
turret,a small tower extending above a building
turtle,a sweater or jersey with a high close-fitting collar
tuscan,a resident of Tuscany
tusked,stab or pierce with a horn or tusk
tusker,any mammal with prominent tusks (especially an elephant or wild boar)
tussah,oriental moth that produces brownish silk
tusser,oriental moth that produces brownish silk
tussle,disorderly fighting
tussur,oriental moth that produces brownish silk
tutelo,a member of the Siouan people of Virginia and North Carolina
tutsan,deciduous bushy Eurasian shrub with golden yellow flowers and reddish-purple fruits from which a soothing salve is made in Spain
tuxedo,semiformal evening dress for men
tweedy,of textiles; having a rough surface
tweest,affectedly dainty or refined
tweeze,pluck with tweezers
twelve,the cardinal number that is the sum of eleven and one
twenty,the cardinal number that is the sum of nineteen and one
twiggy,thin as a twig
twilit,lighted by or as if by twilight; -Henry Fielding
twiner,someone who intertwines (e.g. threads) or forms something by twisting or interlacing
twinge,a sudden sharp feeling
twisty,marked by repeated turns and bends
twitch,a sudden muscle spasm; especially one caused by a nervous condition
tycoon,a very wealthy or powerful businessman
tympan,a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end
typees,write by means of a keyboard with types
typhus,rickettsial disease transmitted by body lice and characterized by skin rash and high fever
typify,embody the essential characteristics of or be a typical example of
typist,someone paid to operate a typewriter
tyrant,a cruel and oppressive dictator
ubiety,the state of existing and being localized in space
uglify,make ugly
ugrian,one of the two branches of the Finno-Ugric family of languages; spoken in Hungary and northwestern Siberia
ulitis,inflammation of the gums
ullage,the amount that a container (as a wine bottle or tank) lacks of being full
ulster,a historic division of Ireland located in the northeastern part of the island; six of Ulster's nine counties are in Northern Ireland
ultima,the last syllable in a word
ultimo,in or of the month preceding the present one
umbrae,a region of complete shadow resulting from total obstruction of light
umlaut,a diacritical mark (two dots) placed over a vowel in German to indicate a change in sound
umpire,an official at a baseball game
unable,(usually followed by `to') not having the necessary means or skill or know-how
unaged,not subjected to an aging process
unawed,not awed
unbelt,undo the belt of
unbend,straighten up or out; make straight
unbent,straighten up or out; make straight
unbind,untie or unfasten
unbolt,undo the bolt of
unborn,not yet brought into existence
uncase,get undressed
uncial,a style of orthography characterized by somewhat rounded capital letters; found especially in Greek and Latin manuscripts of the 4th to 8th centuries
unclad,strip
unclip,remove the clip from
unclog,become or cause to become unobstructed
uncoil,unwind or untwist
uncork,release
uncurl,move out of a curled position
undies,women's underwear
undine,any of various female water spirits
undock,move out of a dock
undoer,a seducer who ruins a woman
undone,"cancel, annul, or reverse an action or its effect"
unduly,to an undue degree
undyed,not artificially colored or bleached
unease,physical discomfort (as mild sickness or depression)
uneasy,lacking a sense of security or affording no ease or reassurance
unesco,an agency of the United Nations that promotes education and communication and the arts
uneven,not even or uniform as e.g. in shape or texture
unfair,not fair; marked by injustice or partiality or deception
unfirm,not firmly or solidly positioned
unfold,develop or come to a promising stage
unfree,held in servitude
unfurl,"unroll, unfold, or spread out or be unrolled, unfolded, or spread out from a furled state"
ungual,of or relating to a nail or claw or hoof
unguis,any rigid body structure composed primarily of keratin
unhand,remove the hand from
unhewn,(of stone especially) not given a finished form by or as if by hewing
unholy,not hallowed or consecrated
unhook,take off a hook
unhurt,not injured
uniate,a member of the Uniat Church
unique,radically distinctive and without equal
unison,corresponding exactly
united,act in concert or unite in a common purpose or belief
unjust,not fair; marked by injustice or partiality or deception
unkept,(especially of promises or contracts) having been violated or disregarded
unkind,lacking kindness
unknot,become or cause to become undone by separating the fibers or threads of
unlace,undo the ties of
unlade,take the load off (a container or vehicle)
unlash,untie the lashing of
unlike,marked by dissimilarity
unlive,live so as to annul some previous behavior
unload,leave or unload
unlock,open the lock of
unmade,deprive of certain characteristics
unmake,deprive of certain characteristics
unmask,reveal the true nature of
unmown,(used of grass or vegetation) not cut down with a hand implement or machine
unopen,not open
unpack,remove from its packing
unpaid,not paid
unpick,become or cause to become undone by separating the fibers or threads of
unplug,pull the plug of (electrical appliances) and render inoperable
unread,not informed through reading; - V.L.Parrington
unreal,lacking in reality or substance or genuineness; not corresponding to acknowledged facts or criteria
unreel,unwind from or as if from a reel
unrest,a state of agitation or turbulent change or development
unripe,not fully developed or mature; not ripe
unroll,reverse the winding or twisting of
unruly,noisy and lacking in restraint or discipline
unsafe,lacking in security or safety
unsaid,take back what one has said
unseal,break the seal of
unseat,remove from political office
unseen,a belief that there is a realm controlled by a divine spirit
unsent,not dispatched or transmitted
unshod,(used of certain religious orders) barefoot or wearing only sandals
unsold,not disposed of by purchase
unsown,(of a piece of ground) not have a crop sown on it
unsung,not famous or acclaimed
unsure,lacking self-confidence
unthaw,become or cause to become soft or liquid
untidy,not neat and tidy
untied,undo the ties of
untold,of an incalculable amount
untrod,lacking pathways
untrue,not according with the facts
untune,cause to lose one's composure
unused,not yet used or soiled
unveil,remove the veil from
unwary,not alert to danger or deception; ; ; - O.J.Campbell
unwell,somewhat ill or prone to illness
unwind,reverse the winding or twisting of
unwire,undo the wiring of
unwise,showing or resulting from lack of judgment or wisdom
unwrap,remove the outer cover or wrapping of
unyoke,remove the yoke from
upbeat,a contented state of being happy and healthy and prosperous
upcast,air passage consisting of a ventilation shaft through which air leaves a mine
update,news that updates your information
upheld,keep or maintain in unaltered condition; cause to remain or last
uphill,the upward slope of a hill
uphold,keep or maintain in unaltered condition; cause to remain or last
upkeep,activity involved in maintaining something in good working order
upland,"elevated (e.g., mountainous) land"
uplift,(geology) a rise of land to a higher elevation (as in the process of mountain building)
upmost,at or nearest to the top
uppers,the higher of two berths
upping,raise
uppish,(used colloquially) overly conceited or arrogant; -Laurent Le Sage
uppity,presumptuously arrogant; ; - S.V.Benet; - NY Times
uprise,come into existence; take on form or shape
uproar,a state of commotion and noise and confusion
uproot,move (people) forcibly from their homeland into a new and foreign environment
uprose,come into existence; take on form or shape
upshot,a phenomenon that follows and is caused by some previous phenomenon
upside,the highest or uppermost side of anything
uptake,the process of taking food into the body through the mouth (as by eating)
uptown,a residential part of town away from the central commercial district
upturn,an upward movement or trend as in business activity
upward,directed up
upwind,towards the side exposed to wind
uracil,a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine
uralic,a family of Ural-Altaic languages
urania,(Greek mythology) the Muse of astronomy
uranus,(Greek mythology) god of the heavens; son and husband of Gaea and father of the Titans in ancient mythology
uranyl,the bivalent radical UO2 which forms salts with acids
urbane,showing a high degree of refinement and the assurance that comes from wide social experience
urchin,poor and often mischievous city child
urease,an enzyme that catalyzes the hydrolysis of urea into carbon dioxide and ammonia; is present in intestinal bacteria
uremia,accumulation in the blood of nitrogenous waste products (urea) that are usually excreted in the urine
uremic,of or involving excess nitrogenous waste products in the urine (usually due to kidney insufficiency)
ureter,either of a pair of thick-walled tubes that carry urine from the kidney to the urinary bladder
urgent,compelling immediate action
urging,a verbalization that encourages you to attempt something
urinal,a plumbing fixture (usually attached to the wall) used by men to urinate
ursine,of or relating to or similar to bears
urtica,a nettle yielding fiber resembling flax
usable,capable of being put to use
usance,the period of time permitted by commercial usage for the payment of a bill of exchange (especially a foreign bill of exchange)
useful,being of use or service
usings,an act that exploits or victimizes someone (treats them unfairly)
usurer,someone who lends money at excessive rates of interest
utahan,a native or resident of Utah
uterus,a hollow muscular organ in the pelvic cavity of females; contains the developing fetus
utmost,the greatest possible degree
utopia,a book written by Sir Thomas More (1516) describing the perfect society on an imaginary island
uveous,of or relating to the uvea of the eye
uvulae,a small pendant fleshy lobe at the back of the soft palate
uvular,of or relating to or associated with the uvula
vacant,void of thought or knowledge
vacate,"leave (a job, post, or position) voluntarily"
vacuum,the absence of matter
vagary,"an unexpected and inexplicable change in something (in a situation or a person's behavior, etc.)"
vagile,having freedom to move about
vagina,the lower part of the female reproductive tract; a moist canal in female mammals extending from the labia minora to the uterus
vainly,to no avail
valent,(chemistry) having valence; usually used in combination
valgus,a deformity in which there is an abnormal displacement of part of a limb away from the midline of the body
valine,an essential amino acid found in proteins; important for growth in children and nitrogen balance in adults
valise,a small overnight bag for short trips
valley,a long depression in the surface of the land that usually contains a river
valois,French royal house from 1328 to 1589
valued,fix or determine the value of; assign a value to
valuer,someone who assesses the monetary worth of possessions
valved,(of brass instruments) having valves
vamped,make up
vamper,a seductive woman who uses her sex appeal to exploit men
vandal,someone who willfully destroys or defaces property
vanish,"get lost, as without warning or explanation"
vanity,feelings of excessive pride
varied,"become different in some particular way, without permanently losing one's or its former characteristics or essence"
varlet,a deceitful and unreliable scoundrel
varuna,"in Vedism, god of the night sky who with his thousand eyes watches over human conduct and judges good and evil and punishes evildoers; often considered king of the Hindu gods and frequently paired with Mitra as an upholder of the world"
